ID;Text;Question;Answer
3873;Durante el verano, tanto los índices en Europa como en Estados Unidos se vieron severamente castigados a raíz de las dudas sobre el crecimiento económico global.;¿Cuál es la razón de que los índices en Europa y Estados Unidos se vieran severamente castigados durante el verano?;las dudas sobre el crecimiento económico global
3874;La evaluación externa del desempeño del Consejo en 2016 se completó en septiembre, por lo que tuvimos la oportunidad de analizar sus conclusiones en lo que respecta a esta Comisión. El resultado de este ejercicio determina nuestras prioridades para 2017, principalmente manteniendo el foco en los planes de sucesión para consejeros y directivos.;¿Qué consecuencias tuvo completar en septiembre la evaluación externa del desempeño del Consejo en 2016?;tuvimos la oportunidad de analizar sus conclusiones en lo que respecta a esta Comisión
3876;Sin embargo el consumo total de electricidad y de gasóleo ha subido ligeramente en 2015 como consecuencia del incremento del número de coberturas y de la producción de programas especiales informativos derivados de la actualidad y especialmente de las elecciones Municipales, Autonómicas y Generales celebradas en 2015.;¿A raíz de qué subió ligeramente el consumo total de electricidad y gasóleo en 2015?;del incremento del número de coberturas y de la producción de programas especiales informativos derivados de la actualidad y especialmente de las elecciones Municipales, Autonómicas y Generales celebradas en 2015
3878;"Litigios Al 31 de diciembre de 2015 la provisión por litigios corresponde, principalmente, con los posibles desembolsos que pueden ponerse de manifiesto como consecuencia de la cancelación de un contrato con un cliente y para los que adicionalmente, existe un importe de 9.201 miles de euros registrados en el epígrafe ""Acreedores comerciales y otras cuentas por pagar – otros acreedores"" del balance de situación consolidado adjunto (Nota 8).";¿Cuál es el motivo de qué la provisión por litigios al 31 de diciembre de 2015 corresponda principalmente a posibles desembolsos?;"la cancelación de un contrato con un cliente y para los que adicionalmente, existe un importe de 9.201 miles de euros registrados en el epígrafe ""Acreedores comerciales y otras cuentas por pagar – otros acreedores"" del balance de situación consolidado adjunto (Nota 8)"
3879;Creemos que es necesario asegurar la igualdad de oportunidades para todos los colectivos que forman parte de la sociedad, al margen de su situación socioeconómica. Uno de los colectivos más vulnerables es el de las personas con discapacidad y, por ello, trabajamos para avanzar hacia su plena incorporación al ámbito laboral.;¿Qué implica que las personas con discapacidad sean uno de los colectivos más vulnerables?;trabajamos para avanzar hacia su plena incorporación al ámbito laboral
3881;"SEGMENTACIÓN a) Criterios de segmentación Los criterios aplicados a la hora de presentar la información segmentada del Grupo CAF incluida en las cuentas anuales consolidadas adjuntas son los siguientes: – La segmentación ha sido realizada según las unidades de negocio, separando las actividades operativas de ""Ferroviario"" y ""Rodaje y componentes"" . – Adicionalmente se incorpora información según criterios geográficos del Grupo. b) Bases y metodología de la información por segmentos Los ingresos y gastos ordinarios del segmento corresponden a los directamente atribuibles al segmento por lo que no incluyen intereses, dividendos, ganancias o pérdidas procedentes de venta de inversiones o de operaciones de rescate o extinción de deuda.";¿Qué consecuencia tiene que los ingresos y gastos ordinarios correspondan a los directamente atribuibles al segmento?;no incluyen intereses, dividendos, ganancias o pérdidas procedentes de venta de inversiones o de operaciones de rescate o extinción de deuda
3883;Su ámbito es más amplio que el del Modelo de Cumplimiento normativo y prevención de delitos porque engloba SCIIF, entre otros.;¿Qué consecuencia tiene englobar SCIIF, entre otros?;Su ámbito es más amplio que el del Modelo de Cumplimiento normativo y prevención de delitos
3884;"El nuevo Plan Estratégico 2017-2019, identifica la transformación digital como un medio fundamental para lograr un modelo energético sostenible, por lo que ENDESA está actuando sobre 3 ejes principales: la digitalización de los activos de la empresa (instalaciones de generación y red de distribución de electricidad); el desarrollo de una cultura digital dentro de la empresa, y la digitalización de nuestros clientes y de la forma en la que ENDESA se relaciona con ellos.";¿Cuál es el resultado de identificar la transformación digital como un medio para lograr un modelo energético sostenible en el nuevo Plan Estratégico 2017-2019?;"ENDESA está actuando sobre 3 ejes principales: la digitalización de los activos de la empresa (instalaciones de generación y red de distribución de electricidad); el desarrollo de una cultura digital dentro de la empresa, y la digitalización de nuestros clientes y de la forma en la que ENDESA se relaciona con ellos"
3892;La cadena de proveedores constituye un eslabón fundamental para la gestión responsable y sostenible del negocio. Por ello, Mediaset España promueve prácticas responsables en su ámbito de influencia, trasladando el compromiso con estándares ambientales, sociales y éticos a lo largo de su cadena de suministro.;¿Qué efectos tiene que la cadena de proveedores sea fundamental para la gestión responsable y sostenible del negocio?;Mediaset España promueve prácticas responsables en su ámbito de influencia, trasladando el compromiso con estándares ambientales, sociales y éticos a lo largo de su cadena de suministro.
3893;Su reutilización no es posible pero sí su reciclaje, por lo que el 98% son reciclados por empresas especializadas.;¿Qué consecuencia tiene que no sea posible la reutilización pero sí el reciclaje?;el 98% son reciclados por empresas especializadas
3894;Aun así, gracias al plan de ahorro y eficiencia implementado a lo largo del año, los costes operativos se redujeron y los gastos no recurrentes bajaron un 60%, hasta los 14 millones de euros.;¿Qué provocó el plan de ahorro y eficiencia que se implementó a lo largo del año?;los costes operativos se redujeron y los gastos no recurrentes bajaron un 60%, hasta los 14 millones de euros
3896;La cooperación entre Inditex y la Tsinghua University School of Economics and Management (Tsinghua SEM) está definida en virtud de un acuerdo trienal entre las partes, que empezó su andadura en 2017 y se prolongará hasta 2019.;¿Qué efecto tiene el acuerdo trienal iniciado en 2017 y que se prolongará hasta 2019?;La cooperación entre Inditex y la Tsinghua University School of Economics and Management (Tsinghua SEM) está definida
3897;Atresmedia, primer grupo de comunicación audiovisual socio de Forética Atresmedia ha firmado un convenio de colaboración con Forética en virtud del cual la compañía audiovisual se convierte en el primer grupo de comunicación en ser socio de una de las entidades de referencia en RSE y sostenibilidad de España y Latinoamérica.;¿Qué efecto tiene que la compañía audiovisual sea el primer grupo de comunicación en ser socio de una entidad de referencia en RSE y sostenibilidad en España y Latinoamérica?;Atresmedia, primer grupo de comunicación audiovisual socio de Forética Atresmedia ha firmado un convenio de colaboración con Forética
3899;La creación de valor no es estática, por ello, los proyectos se desarrollan con un horizonte temporal más amplio, alineado con el Plan Estratégico.;¿Qué implica que la creación de valor no sea estática?;los proyectos se desarrollan con un horizonte temporal más amplio, alineado con el Plan Estratégico
3904;• Tanto los delegados implicados en la gestión del programa como los voluntarios se sienten muy satisfechos con su contribución, por lo que todos ellos recomendarían participar.;¿Por qué todos ellos recomendarían participar?;Tanto los delegados implicados en la gestión del programa como los voluntarios se sienten muy satisfechos con su contribución
3905;Banco Sabadell cree que la relación con los clientes debe ser una relación a largo plazo, basada en la confianza y la autenticidad. Por ello, el Banco apuesta por la mejora de la experiencia de cliente como una fuente de diferenciación competitiva y crecimiento rentable. Esta apuesta se entiende como natural teniendo en cuenta que la excelencia en la calidad de servicio es parte del ADN de Banco Sabadell.;¿Qué efectos tiene que Banco Sabadell considere que la relación con los clientes debe ser a largo plazo, basada en la confianza y la autenticidad?;el Banco apuesta por la mejora de la experiencia de cliente como una fuente de diferenciación competitiva y crecimiento rentable. Esta apuesta se entiende como natural teniendo en cuenta que la excelencia en la calidad de servicio es parte del ADN de Banco Sabadell.
3909;La cifra total de ingresos descendió un 1,9% debido al impacto negativo de los tipos de cambio y al efecto de la desinversión del negocio no estratégico de Bélgica durante el ejercicio 2014.;¿A qué se atribuye que la cifra total de ingresos descendiera un 1,9%?;al impacto negativo de los tipos de cambio y al efecto de la desinversión del negocio no estratégico de Bélgica durante el ejercicio 2014
3911;• La estrategia fiscal de DIA se basará en una interpretación razonable y responsable de las normas tributarias. En consecuencia, DIA procurará que la aplicación de la normativa tributaria esté debidamente fundada en Derecho especialmente cuando la norma fiscal no sea clara o esté sujeta a interpretación.;¿Qué efectos tiene que la estrategia fiscal de DIA se base en una interpretación razonable y responsable de las normas tributarias?;DIA procurará que la aplicación de la normativa tributaria esté debidamente fundada en Derecho especialmente cuando la norma fiscal no sea clara o esté sujeta a interpretación.
3917;"Pasión por el deporte El ""running"" sigue sumando aficionados y es por ello que Atresmedia Eventos continúa organizando grandes citas en torno a este deporte en varias ciudades españolas.";"¿Qué implica que el ""running"" siga sumando aficionados?";Atresmedia Eventos continúa organizando grandes citas en torno a este deporte en varias ciudades españolas
3918;Se respeta la diversidad individual de los miembros del grupo ya que dicha diversidad es, precisamente, la que enriquece el conjunto a través de la incorporación de distintas formas de ser y de hacer.;¿Por qué se respeta la diversidad individual de los miembros del grupo?;dicha diversidad es, precisamente, la que enriquece el conjunto a través de la incorporación de distintas formas de ser y de hacer
3922;Gracias a su apuesta digital, Zardoya OTIS disminuirá en los próximos meses gran parte del consumo de papel que tradicionalmente exigía la asistencia a nuestros clientes.;¿Qué efecto tiene la apuesta digital?;Zardoya OTIS disminuirá en los próximos meses gran parte del consumo de papel que tradicionalmente exigía la asistencia a nuestros clientes
3924;El importe neto de la cifra de negocios, 4.627 millones de euros, fue un 16,6% superior al del ejercicio precedente, gracias al repunte de los precios.;¿Qué provocó el repunte de los precios?;El importe neto de la cifra de negocios, 4.627 millones de euros, fue un 16,6% superior al del ejercicio precedente
3925;Contiene los principios de actuación y las pautas de conducta que deben seguir los administradores, directores y empleados del Grupo Viscofan en sus salidas, desplazamientos o estancias, tanto temporales como permanentes, en países distintos de sus países de origen, como consecuencia de su relación profesional con el Grupo Viscofan.;¿Cuál es el motivo de que los administradores, directores y empleados del Grupo Viscofan deban seguir unas pautas de conducta en sus salidas, desplazamientos o estancias?;su relación profesional con el Grupo Viscofan
3926;Finalmente, en relación al cumplimiento del Plan de eficiencia establecido dentro de los objetivos del Plan estratégico 2013-2015, se ha ejecutado de forma más que satisfactoria puesto que la cifra de ahorro acumulada para el período considerado asciende a 306 millones de euros, por encima de los 300 millones de euros marcados como objetivo.;¿Por qué se ha ejecutado el plan de eficiencia de forma más que satisfactoria?;la cifra de ahorro acumulada para el período considerado asciende a 306 millones de euros, por encima de los 300 millones de euros marcados como objetivo
3927;La producción neta de hipotecas netas superó los 2.000 mil lones de libras en 2014, con lo Que Santander UK ha vuelto a la senda de crecimiento en este negocio.;¿Qué hizo que Santander UK haya vuelto a la senda de crecimiento en este negocio?;La producción neta de hipotecas netas superó los 2.000 mil lones de libras en 2014
3929;Financieros Con el fin de reducir el riesgo de tipo de cambio, este riesgo debe de ser gestionado de forma proactiva, suficiente y sistemática, por lo que el Grupo ha implementado una Política de Gestión de Riesgo de Tipo de Cambio que tiene como objetivos fundamentales minimizar las potenciales pérdidas económicas y la volatilidad en los estados contables resultantes de este riesgo.;¿Qué implica que este riesgo deba ser gestionado de forma proactiva, suficiente y sistemática?;el Grupo ha implementado una Política de Gestión de Riesgo de Tipo de Cambio que tiene como objetivos fundamentales minimizar las potenciales pérdidas económicas y la volatilidad en los estados contables resultantes de este riesgo
3930;Estos resultados llegan como consecuencia de las medidas adoptadas por la fábrica, entre las que se incluyen nuevos procesos de control y sesiones informativas y de concienciación en seguridad de cada empleado.;¿Qué provocó que llegaran estos resultados?;las medidas adoptadas por la fábrica, entre las que se incluyen nuevos procesos de control y sesiones informativas y de concienciación en seguridad de cada empleado
3931;Ser responsable es una actitud, una forma de gestionar la empresa y por ello es importante involucrar a todos los colectivos con los que MAPFRE se relaciona: empleados, clientes, proveedores, distribuidores, accionistas y la sociedad, en general.;¿Por qué es importante involucrar a todos los colectivos con los que MAPFRE se relaciona?;Ser responsable es una actitud, una forma de gestionar la empresa
3932;Estoy segura de que lo conseguiremos porque contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes.;¿Debido a qué está segura de que lo conseguirán?;contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes
3934;Enfoque de gestión y evaluación contemplados en el capítulo 5. 308-1 Nuevos proveedores que han sido evaluados según criterios ambientales La evaluación de proveedores incluye criterios ambientales, la cual es realizada por el departamento de Calidad, Medio Ambiente, Bienestar y Salud dado que entre las cuestiones que se valoran en la evaluación periódica se incluyen los resultados de las auditorías internas al sistema de gestión y la disposición de un sistema de gestión ambiental, especialemente para los proveedores con una mayor relación en la valoración de los aspectos ambientales del Grupo.;¿Cuál es el motivo de que la evaluación de proveedores sea realizada por el departamento de Calidad, Medio Ambiente, Bienestar y Salud?;entre las cuestiones que se valoran en la evaluación periódica se incluyen los resultados de las auditorías internas al sistema de gestión y la disposición de un sistema de gestión ambiental, especialemente para los proveedores con una mayor relación en la valoración de los aspectos ambientales del Grupo
3935;En cuanto a la actividad comercial en el negocio fijo destaca el buen comportamiento de la banda ancha y de la TV de pago gracias al éxito de la campaña de paquetización de los tres servicios.;¿A qué se debe el buen comportamiento de la banda ancha y de la TV de pago?;al éxito de la campaña de paquetización de los tres servicios
3939;Durante los días 8, 9 y 10 de marzo, y con motivo del Día Internacional de la Mujer, Grupo DIA puso en marcha una campaña de información y sensibilización basada en dos ejes principales: el talento y la digitalización. A través de esta iniciativa, se les hizo llegar a todo el personal en España, infografías con datos y estadísticas sobre la igualdad y la digitalización, al igual que artículo monográfico sobre la mujer y la transformación digital. Asimismo, se hizo público también entre todos los empleados los objetivos de Naciones Unidas para la igualdad de Género y se convocó el concurso “Mujeres que dejaron huella”, donde las personas que trabajan en DIA enviaron sus selfies con las aportaciones como inventos u obras literarias realizadas por mujeres a lo largo de la historia.;¿Qué impacto tuvo el Día Internacional de la Mujer?;Grupo DIA puso en marcha una campaña de información y sensibilización basada en dos ejes principales: el talento y la digitalización
3944;Integración y gestión de los riesgos ambientales, sociales y de gobernanza (ASG) Las empresas aseguradoras juegan un papel importante a la hora de afrontar los desafíos globales en sostenibilidad, ya que tienen la capacidad de proyectar el conocimiento y la experiencia adquiridos para la propia protección hacia la protección de los intereses de clientes y terceros.;¿Por qué las aseguradoras juegan un papel importante en afrontar desafíos globales en sostenibilidad?;tienen la capacidad de proyectar el conocimiento y la experiencia adquiridos para la propia protección hacia la protección de los intereses de clientes y terceros
3950;Además, gracias a nuestra colaboración con Cáritas, y con el objetivo de extender también este programa más allá de nuestras tiendas, entre 2016 y 2017 se instalaron 1.856 contenedores en las calles españolas.;¿Cuál es el resultado de la colaboración de la empresa con Cáritas?;entre 2016 y 2017 se instalaron 1.856 contenedores en las calles españolas
3953;En ingresos, el margen de intereses aumenta un 6,7% gracias a los mayores volúmenes y a la gestión de los spreads en un entorno de tipos bajos.;¿Cuáles son las causas de que el margen de intereses aumentara un 6,7% en ingresos?;los mayores volúmenes y a la gestión de los spreads en un entorno de tipos bajos
3956;"En Venezuela, totalizan 10,7 millones (+2% interanual; +3% en contrato) tras el fuerte incremento de la ganancia neta en el trimestre (407 mil accesos) gracias al éxito de la Campaña de Navidad y la mayor disponibilidad de terminales.";¿Cuál es el resultado del éxito que ha tenido la Campaña de Navidad y la mayor disponibilidad de terminales?;"En Venezuela, totalizan 10,7 millones (+2% interanual; +3% en contrato) tras el fuerte incremento de la ganancia neta en el trimestre (407 mil accesos)"
3959;Es importante mencionar que la cartera hotelera de la Compañía en Brasil es principalmente urbana, por lo que cualquier reducción en el presupuesto de gastos en viajes corporativos conlleva un impacto significativo en este tipo de hoteles.;¿Qué efecto tiene que la cartera hotelera de la Compañía en Brasil sea en su mayor parte urbana?;cualquier reducción en el presupuesto de gastos en viajes corporativos conlleva un impacto significativo en este tipo de hoteles
3964;La inflación anual se mantuvo elevada y cerró diciembre en el 11,9%, después de haberse situado en el 13% en el mes de noviembre, gracias a los efectos base favorables tras el significativo repunte observado hace un año.;¿Cuál fue la consecuencia de los efectos base favorables tras el repunte significativo del año anterior?;La inflación anual se mantuvo elevada y cerró diciembre en el 11,9%, después de haberse situado en el 13% en el mes de noviembre
3966;La variación de precios de las materias primas no ha tenido impacto en el ejercicio dado que el grupo mantiene exposiciones residuales, tanto directas como en activos subyacentes.;¿Qué ha provocado que la variación de precios de las materias primas no haya tenido impacto en el ejercicio?;el grupo mantiene exposiciones residuales, tanto directas como en activos subyacentes
3967;Deoleo ha conseguido reducir su consumo anual en España en torno al 38% entre los años 2015 y 2017 gracias a las medidas implantadas en los últimos tiempos, su objetivo es seguir disminuyéndolo mediante la optimización de los procesos y la reutilización, sin afectar la calidad y seguridad de los productos, así como mejorar la calidad de los vertidos finales.;¿Qué efecto han tenido las medidas que se han implantado últimamente?;Deoleo ha conseguido reducir su consumo anual en España en torno al 38% entre los años 2015 y 2017
3969;No obstante, estas extraordinarias noticias no deben dar lugar a la autocomplacencia. Por eso, nos encontramos en el proceso de adaptar nuestro sistema para cumplir con la futura norma ISO 45001 y hemos realizado estudios exhaustivos para identificar riesgos laborales en una amplia variedad de áreas. También estamos ofreciendo formación para la Dirección, diseñando un nuevo conjunto de ejercicios y simulacros y revisando a fondo los escenarios de crisis y los planes de contingencia.;¿Cuál es la consecuencia de evitar la autocomplacencia ante estas extraordinarias noticias?;nos encontramos en el proceso de adaptar nuestro sistema para cumplir con la futura norma ISO 45001 y hemos realizado estudios exhaustivos para identificar riesgos laborales en una amplia variedad de áreas.
3972;Simultáneamente, hemos comenzado a trabajar en la cuarta edición, que supondrá una importante ampliación del alcance del programa, ya que también abarcará cuestiones adicionales de sostenibilidad ambiental.;¿Qué consecuencias tiene abarcar cuestiones adicionales de sostenibilidad ambiental?;hemos comenzado a trabajar en la cuarta edición, que supondrá una importante ampliación del alcance del programa
3973;"""La relación con Atresmedia ha sido paralela a la de PUBLIPUNTO, ya que cumplimos también 25 años.";¿Qué impacto tiene el que 25 cumplan años?;La relación con Atresmedia ha sido paralela a la de PUBLIPUNTO
3974;El Grupo ACS entiende, además, la relevancia que tiene el enraizamiento local y la sensibilidad hacia las particularidades de cada territorio para el éxito de la compañía. Por tal razón, promueve la contratación directa de empleados y directivos locales. Asimismo, el Grupo ACS está fuertemente comprometido con la integración laboral de personas de colectivos vulnerables.;¿Cuál es el resultado de que el Grupo ACS entienda la relevancia del enraizamiento local y la sensibilidad hacia las particularidades de cada territorio?;promueve la contratación directa de empleados y directivos locales. Asimismo, el Grupo ACS está fuertemente comprometido con la integración laboral de personas de colectivos vulnerables.
3975;Cuentas Anuales Consolidadas 227 El fondo de comercio provisional resultante de esta combinación de negocios es atribuible a la alta rentabilidad del negocio adquirido (principal compañía en distribución, transporte de electricidad y de gas natural en Chile, con amplia presencia en el sector de gas licuado del petróleo) y a los beneficios y sinergias que se prevén que surjan como consecuencia de la integración en la plataforma de distribución de gas y electricidad de Gas Natural Fenosa, líder en toda Latinoamérica.;¿Cuál es el resultado de la integración en la plataforma de distribución de Gas Natural Fenosa?;El fondo de comercio provisional resultante de esta combinación de negocios es atribuible a la alta rentabilidad del negocio adquirido (principal compañía en distribución, transporte de electricidad y de gas natural en Chile, con amplia presencia en el sector de gas licuado del petróleo) y a los beneficios y sinergias que se prevén que surjan
3976;En este nuevo entorno, las telecomunicaciones juegan un papel absolutamente esencial en la digitalización de la economía, ya que, sin la conectividad, los servicios ofrecidos y la innovación tecnológica que generan, dicha digitalización sería impensable.;¿Por qué las telecomunicaciones juegan un papel esencial en la digitalización de la economía?;sin la conectividad, los servicios ofrecidos y la innovación tecnológica que generan, dicha digitalización sería impensable
3978;En diciembre de 2015, la inflación interanual se situó próxima a cero (0,2%), debido a los bajos precios de la energía y de los alimentos, mientras que la inflación, excluidos la energía y los alimentos, repuntó hasta el 1,4%.;Los bajos precios de la energía y los alimentos, ¿qué consecuencia tuvieron?;En diciembre de 2015, la inflación interanual se situó próxima a cero (0,2%)
3979;Producto El año 2014 ha estado marcado por un crecimiento económico bajo y ha presentado unas rentabilidades esperadas a priori muy moderadas por lo que la gestión profesional y el adecuado control del riesgo han sido primordiales.;¿Por qué la gestión profesional y el control del riesgo han sido primordiales?;El año 2014 ha estado marcado por un crecimiento económico bajo y ha presentado unas rentabilidades esperadas a priori muy moderadas
3980;"El mejor equipo El activo más importante del Grupo de BBVA son las personas que lo componen y, por eso, una de las seis Prioridades Estratégicas es ""El mejor equipo"" .";¿Por qué razón una de las seis Prioridades Estratégicas es «El mejor equipo»?;El activo más importante del Grupo de BBVA son las personas que lo componen
